"project_name","SITE_ID","SITE_ID_CORR_IND","sys_sample_code","sample_delivery_group","chemical_name","sample_date","cas_rn","fraction","result_value","result_unit","method_detection_limit","detection_limit_unit","quantitation_limit","lab_qualifiers","validator_qualifiers","interpreted_qualifiers","qaqc_date"
"Finger Lakes Adv Mon","07-BGST-0.1","N","07-BGST-0.1-06202019-W","R1905831","ALKALINITY, TOTAL (AS CaCO3)",2019-06-20 13:45:00,"ALK","T",66.8,"mg/l",1.8,"mg/l",2,"","A","",2020-05-11
"Finger Lakes Adv Mon","07-BGST-0.1","N","07-BGST-0.1-06202019-W","R1905831","Aluminum",2019-06-20 13:45:00,"7429-90-5","T",30900,"ug/l",20,"ug/l",100,"","A","",2020-05-11
"Finger Lakes Adv Mon","07-BGST-0.1","N","07-BGST-0.1-06202019-W","R1905831","Arsenic",2019-06-20 13:45:00,"7440-38-2","T",6,"ug/l",0.32,"ug/l",1,"","A","",2020-05-11
"Finger Lakes Adv Mon","07-BGST-0.1","N","07-BGST-0.1-06202019-W","R1905831","Cadmium",2019-06-20 13:45:00,"7440-43-9","T",NA,"ug/l",1.9,"ug/l",5,"U","U","Analyte was analyzed for but not detected",2020-05-11
"Finger Lakes Adv Mon","07-BGST-0.1","N","07-BGST-0.1-06202019-W","R1905831","Calcium",2019-06-20 13:45:00,"7440-70-2","T",43100,"ug/l",110,"ug/l",1000,"","A","",2020-05-11
"Finger Lakes Adv Mon","07-BGST-0.1","N","07-BGST-0.1-06202019-W","R1905831","CHLORIDE (AS CL)",2019-06-20 13:45:00,"16887-00-6","T",11.1,"mg/l",0.5,"mg/l",2,"","A","",2020-05-11
"Finger Lakes Adv Mon","07-BGST-0.1","N","07-BGST-0.1-06202019-W","R1905831","Chlorophyll A",2019-06-20 13:45:00,"479-61-8","T",3.53,"ug/l",NA,"ug/l",0.31,"","A","",2020-05-11
"Finger Lakes Adv Mon","07-BGST-0.1","N","07-BGST-0.1-06202019-W","R1905831","Copper",2019-06-20 13:45:00,"7440-50-8","T",51.2,"ug/l",3.3,"ug/l",5,"","A","",2020-05-11
"Finger Lakes Adv Mon","07-BGST-0.1","N","07-BGST-0.1-06202019-W","R1905831","HARDNESS (AS CACO3)",2019-06-20 13:45:00,"HARD","T",186,"mg/l",NA,"mg/l",6.62,"","A","",2020-05-11
"Finger Lakes Adv Mon","07-BGST-0.1","N","07-BGST-0.1-06202019-W","R1905831","Iron",2019-06-20 13:45:00,"7439-89-6","T",58500,"ug/l",65,"ug/l",500,"E","J","estimated value due to lab error",2020-05-11
