"project_name","SITE_ID","SITE_ID_CORR_IND","sys_sample_code","sample_delivery_group","chemical_name","sample_date","cas_rn","fraction","result_value","result_unit","method_detection_limit","detection_limit_unit","quantitation_limit","lab_qualifiers","validator_qualifiers","interpreted_qualifiers","qaqc_date"
"RIBS_Routine_R7","03-SALM-12.0","N","03-SALM-12.0-04162018-WS Diss","R1803378","Aluminum",2018-04-16 13:00:00,"7429-90-5","T",42.5,"ug/l",2.3,"ug/l",10,"","A","",2020-05-12
"RIBS_Routine_R7","03-SALM-12.0","N","03-SALM-12.0-04162018-WS Diss","R1803378","Cadmium",2018-04-16 13:00:00,"7440-43-9","T",NA,"ug/l",0.064,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2020-05-12
"RIBS_Routine_R7","03-SALM-12.0","N","03-SALM-12.0-04162018-WS Diss","R1803378","Carbon, Dissolved Organic (DOC)",2018-04-16 13:00:00,"DOC","D",2.9,"mg/l",0.05,"mg/l",1,"","R","Equipment Blank error",2020-05-12
"RIBS_Routine_R7","03-SALM-12.0","N","03-SALM-12.0-04162018-WS Diss","R1803378","Copper",2018-04-16 13:00:00,"7440-50-8","T",NA,"ug/l",0.66,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2020-05-12
"RIBS_Routine_R7","03-SALM-12.0","N","03-SALM-12.0-04162018-WS Diss","R1803378","Lead",2018-04-16 13:00:00,"7439-92-1","T",NA,"ug/l",0.067,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2020-05-12
"RIBS_Routine_R7","03-SALM-12.0","N","03-SALM-12.0-04162018-WS Diss","R1803378","Nickel",2018-04-16 13:00:00,"7440-02-0","T",0.27,"ug/l",0.26,"ug/l",1,"J","J","estimated value due to lab error",2020-05-12
"RIBS_Routine_R7","03-SALM-12.0","N","03-SALM-12.0-04162018-WS Diss","R1803378","Orthophosphate as Phosphorus, Dissolved",2018-04-16 13:00:00,"PDORTHO","D",NA,"mg/l",0.0014,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected",2020-05-12
"RIBS_Routine_R7","03-SALM-12.0","N","03-SALM-12.0-04162018-WS Diss","R1803378","Zinc",2018-04-16 13:00:00,"7440-66-6","T",6.1,"ug/l",2.5,"ug/l",5,"","A","",2020-05-12
"RIBS_Routine_R7","03-SALM-12.0","N","03-SALM-12.0-04162018-WS","R1803378","ALKALINITY, TOTAL (AS CaCO3)",2018-04-16 13:00:00,"ALK","T",14.8,"mg/l",1,"mg/l",2,"","R","Equipment Blank error",2020-05-12
"RIBS_Routine_R7","03-SALM-12.0","N","03-SALM-12.0-04162018-WS","R1803378","Arsenic",2018-04-16 13:00:00,"7440-38-2","T",NA,"ug/l",0.39,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2020-05-12
