"project_name","SITE_ID","SITE_ID_CORR_IND","sys_sample_code","sample_delivery_group","chemical_name","sample_date","cas_rn","fraction","result_value","result_unit","lab_anl_method_name","method_detection_limit","detection_limit_unit","quantitation_limit","lab_qualifiers","validator_qualifiers","interpreted_qualifiers","qaqc_date"
"ROUTINE-R9","01-BUFF-1.7","N","01-BUFF-1.7-04132021-W","R2103490","carbon, dissolved organic (doc)",2021-04-13 14:45:00,"DOC","D",7.6,"mg/l","SM5310C",0.5,"mg/l",1,"","A","",2022-02-17
"ROUTINE-R9","01-BUFF-1.7","N","01-BUFF-1.7-04132021-W","R2103490","nitrate+nitrite as nitrogen",2021-04-13 14:45:00,"NO3NO2N","T",0.289,"mg/l","E353.2",0.0015,"mg/l",0.002,"","A","",2022-02-17
"ROUTINE-R9","01-BUFF-1.7","N","01-BUFF-1.7-04132021-W","R2103490","chloride (as cl)",2021-04-13 14:45:00,"16887-00-6","T",76.9,"mg/l","E300.0",0.5,"mg/l",2,"","A","",2022-02-17
"ROUTINE-R9","01-BUFF-1.7","N","01-BUFF-1.7-04132021-W","R2103490","nickel",2021-04-13 14:45:00,"7440-02-0","D",1.5,"ug/l","E200.8",0.26,"ug/l",1,"","A","",2022-02-17
"ROUTINE-R9","01-BUFF-1.7","N","01-BUFF-1.7-04132021-W","R2103490","lead",2021-04-13 14:45:00,"7439-92-1","D",NA,"ug/l","E200.8",0.57,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2022-02-17
"ROUTINE-R9","01-BUFF-1.7","N","01-BUFF-1.7-04132021-W","R2103490","nitrogen",2021-04-13 14:45:00,"7727-37-9","T",1.01,"mg/l","Calculation",NA,"mg/l",0.1,"","A","",2022-02-17
"ROUTINE-R9","01-BUFF-1.7","N","01-BUFF-1.7-04132021-W","R2103490","chlorophyll a",2021-04-13 14:45:00,"479-61-8","T",1.25,"ug/l","SM10200H",NA,"ug/l",0.067,"","A","",2022-02-17
"ROUTINE-R9","01-BUFF-1.7","N","01-BUFF-1.7-04132021-W","R2103490","arsenic",2021-04-13 14:45:00,"7440-38-2","T",1.1,"ug/l","E200.8",0.32,"ug/l",1,"","A","",2022-02-17
"ROUTINE-R9","01-BUFF-1.7","N","01-BUFF-1.7-04132021-W","R2103490","cadmium",2021-04-13 14:45:00,"7440-43-9","D",NA,"ug/l","E200.8",0.38,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2022-02-17
"ROUTINE-R9","01-BUFF-1.7","N","01-BUFF-1.7-04132021-W","R2103490","nitrogen, ammonia (as n)",2021-04-13 14:45:00,"7664-41-7","T",0.096,"mg/l","E350.1",0.003,"mg/l",0.01,"","A","",2022-02-17
"ROUTINE-R9","01-BUFF-1.7","N","01-BUFF-1.7-04132021-W","R2103491","mercury",2021-04-13 14:45:00,"7439-97-6","T",6.3,"ng/l","E1631E",0.3,"ng/l",1,"","A","",2022-02-17
"ROUTINE-R9","01-BUFF-1.7","N","01-BUFF-1.7-04132021-W","R2103490","nitrogen, kjeldahl, total",2021-04-13 14:45:00,"KN","T",0.72,"mg/l","E351.2",0.1,"mg/l",0.1,"","A","",2022-02-17
"ROUTINE-R9","01-BUFF-1.7","N","01-BUFF-1.7-04132021-W","R2103490","copper",2021-04-13 14:45:00,"7440-50-8","D",3.4,"ug/l","E200.8",0.66,"ug/l",1,"","A","",2022-02-17
"ROUTINE-R9","01-BUFF-1.7","N","01-BUFF-1.7-04132021-W","R2103490","calcium",2021-04-13 14:45:00,"7440-70-2","T",41100,"ug/l","E200.7",110,"ug/l",1000,"","A","",2022-02-17
"ROUTINE-R9","01-BUFF-1.7","N","01-BUFF-1.7-04132021-W","R2103490","zinc",2021-04-13 14:45:00,"7440-66-6","D",5.1,"ug/l","E200.8",2.5,"ug/l",5,"","A","",2022-02-17
"ROUTINE-R9","01-BUFF-1.7","N","01-BUFF-1.7-04132021-W","R2103490","iron",2021-04-13 14:45:00,"7439-89-6","T",1690,"ug/l","E200.7",20,"ug/l",100,"","A","",2022-02-17
"ROUTINE-R9","01-BUFF-1.7","N","01-BUFF-1.7-04132021-W","R2103490","potassium",2021-04-13 14:45:00,"7440-09-7","T",2590,"ug/l","E200.7",180,"ug/l",2000,"","A","",2022-02-17
"ROUTINE-R9","01-BUFF-1.7","N","01-BUFF-1.7-04132021-W","R2103490","fluoride, undistilled",2021-04-13 14:45:00,"16984-48-8","T",0.13,"mg/l","E300.0",0.01,"mg/l",0.1,"","A","",2022-02-17
"ROUTINE-R9","01-BUFF-1.7","N","01-BUFF-1.7-04132021-W","R2103490","hardness (as caco3)",2021-04-13 14:45:00,"HARD","T",133,"mg/l","SM2340B",NA,"mg/l",6.62,"","A","",2022-02-17
"ROUTINE-R9","01-BUFF-1.7","N","01-BUFF-1.7-04132021-W","R2103490","aluminum",2021-04-13 14:45:00,"7429-90-5","D",46.4,"ug/l","E200.8",2.3,"ug/l",10,"","T","low confidence in value due to Equipment Blank error",2022-02-17
"ROUTINE-R9","01-BUFF-1.7","N","01-BUFF-1.7-04132021-W","R2103490","sulfate (as so4)",2021-04-13 14:45:00,"14808-79-8","T",16.7,"mg/l","E300.0",0.4,"mg/l",2,"","A","",2022-02-17
"ROUTINE-R9","01-BUFF-1.7","N","01-BUFF-1.7-04132021-W","R2103490","total dissolved solids (residue, filterable)",2021-04-13 14:45:00,"TDS","T",295,"mg/l","SM2540C",9,"mg/l",10,"","A","",2022-02-17
"ROUTINE-R9","01-BUFF-1.7","N","01-BUFF-1.7-04132021-W","R2103490","turbidity",2021-04-13 14:45:00,"TURB","T",21.7,"ntu","E180.1",0.06,"ntu",1,"","A","",2022-02-17
"ROUTINE-R9","01-BUFF-1.7","N","01-BUFF-1.7-04132021-W","R2103490","orthophosphate as phosphorus, dissolved",2021-04-13 14:45:00,"PDORTHO","D",0.0061,"mg/l","E365.1",0.0049,"mg/l",0.005,"","A","",2022-02-17
"ROUTINE-R9","01-BUFF-1.7","N","01-BUFF-1.7-04132021-W","R2103490","phosphorus, total (as p)",2021-04-13 14:45:00,"7723-14-0","T",0.0704,"mg/l","E365.1",0.0036,"mg/l",0.005,"","A","",2022-02-17
"ROUTINE-R9","01-BUFF-1.7","N","01-BUFF-1.7-04132021-W","R2103490","nitrogen, nitrate (as n)",2021-04-13 14:45:00,"14797-55-8","T",0.289,"mg/l","Calculation",NA,"mg/l",0.01,"","R","calculated parameter_see components",2022-02-17
"ROUTINE-R9","01-BUFF-1.7","N","01-BUFF-1.7-04132021-W","R2103490","nitrogen, nitrite",2021-04-13 14:45:00,"14797-65-0","T",NA,"mg/l","E353.2",0.007,"mg/l",0.01,"U","R","Analyte was analyzed for but not detected ; Holding Time error",2022-02-17
"ROUTINE-R9","01-BUFF-1.7","N","01-BUFF-1.7-04132021-W","R2103490","manganese",2021-04-13 14:45:00,"7439-96-5","T",65.6,"ug/l","E200.7",1.7,"ug/l",10,"","A","",2022-02-17
"ROUTINE-R9","01-BUFF-1.7","N","01-BUFF-1.7-04132021-W","R2103490","sodium",2021-04-13 14:45:00,"7440-23-5","T",46100,"ug/l","E200.7",100,"ug/l",1000,"","A","",2022-02-17
"ROUTINE-R9","01-BUFF-1.7","N","01-BUFF-1.7-04132021-W","R2103490","alkalinity, total (as caco3)",2021-04-13 14:45:00,"ALK","T",118,"mg/l","SM 2320 B",1.8,"mg/l",2,"","A","",2022-02-17
"ROUTINE-R9","01-BUFF-1.7","N","01-BUFF-1.7-04132021-W","R2103490","magnesium",2021-04-13 14:45:00,"7439-95-4","T",7460,"ug/l","E200.7",68,"ug/l",1000,"","A","",2022-02-17
"ROUTINE-R9","01-BUFF-1.7","N","01-BUFF-1.7-04132021-W","R2103490","silver",2021-04-13 14:45:00,"7440-22-4","T",NA,"ug/l","E200.8",0.15,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2022-02-17
"ROUTINE-R9","01-BUFF-1.7","N","01-BUFF-1.7-06152021-W","R2105952","alkalinity, total (as caco3)",2021-06-15 09:00:00,"ALK","T",106,"mg/l","SM 2320 B",1.8,"mg/l",2,"","A","",2022-02-17
"ROUTINE-R9","01-BUFF-1.7","N","01-BUFF-1.7-06152021-W","R2105952","aluminum",2021-06-15 09:00:00,"7429-90-5","T",10.1,"ug/l","E200.8",7.6,"ug/l",10,"","R","Equipment Blank error",2022-02-17
"ROUTINE-R9","01-BUFF-1.7","N","01-BUFF-1.7-06152021-W","R2105952","arsenic",2021-06-15 09:00:00,"7440-38-2","T",0.99,"ug/l","E200.8",0.32,"ug/l",1,"J","J","estimated value due to lab error",2022-02-17
"ROUTINE-R9","01-BUFF-1.7","N","01-BUFF-1.7-06152021-W","R2105952","cadmium",2021-06-15 09:00:00,"7440-43-9","T",NA,"ug/l","E200.8",0.38,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2022-02-17
"ROUTINE-R9","01-BUFF-1.7","N","01-BUFF-1.7-06152021-W","R2105952","calcium",2021-06-15 09:00:00,"7440-70-2","T",39500,"ug/l","E200.7",110,"ug/l",1000,"","A","",2022-02-17
"ROUTINE-R9","01-BUFF-1.7","N","01-BUFF-1.7-06152021-W","R2105952","carbon, dissolved organic (doc)",2021-06-15 09:00:00,"DOC","D",3.3,"mg/l","SM5310C",0.5,"mg/l",1,"","A","",2022-02-17
"ROUTINE-R9","01-BUFF-1.7","N","01-BUFF-1.7-06152021-W","R2105952","chloride (as cl)",2021-06-15 09:00:00,"16887-00-6","T",35.9,"mg/l","E300.0",0.5,"mg/l",2,"","A","",2022-02-17
"ROUTINE-R9","01-BUFF-1.7","N","01-BUFF-1.7-06152021-W","R2105952","chlorophyll a",2021-06-15 09:00:00,"479-61-8","T",1.24,"ug/l","SM10200H",NA,"ug/l",0.15,"","A","",2022-02-17
"ROUTINE-R9","01-BUFF-1.7","N","01-BUFF-1.7-06152021-W","R2105952","copper",2021-06-15 09:00:00,"7440-50-8","T",1.5,"ug/l","E200.8",0.66,"ug/l",1,"","A","",2022-02-17
"ROUTINE-R9","01-BUFF-1.7","N","01-BUFF-1.7-06152021-W","R2105952","fluoride, undistilled",2021-06-15 09:00:00,"16984-48-8","T",0.11,"mg/l","E300.0",0.01,"mg/l",0.1,"","A","",2022-02-17
"ROUTINE-R9","01-BUFF-1.7","N","01-BUFF-1.7-06152021-W","R2105952","hardness (as caco3)",2021-06-15 09:00:00,"HARD","T",139,"mg/l","SM2340B",NA,"mg/l",6.62,"","A","",2022-02-17
"ROUTINE-R9","01-BUFF-1.7","N","01-BUFF-1.7-06152021-W","R2105952","iron",2021-06-15 09:00:00,"7439-89-6","T",350,"ug/l","E200.7",20,"ug/l",100,"","A","",2022-02-17
"ROUTINE-R9","01-BUFF-1.7","N","01-BUFF-1.7-06152021-W","R2105952","lead",2021-06-15 09:00:00,"7439-92-1","T",NA,"ug/l","E200.8",0.19,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2022-02-17
"ROUTINE-R9","01-BUFF-1.7","N","01-BUFF-1.7-06152021-W","R2105952","magnesium",2021-06-15 09:00:00,"7439-95-4","T",9720,"ug/l","E200.7",68,"ug/l",1000,"","A","",2022-02-17
"ROUTINE-R9","01-BUFF-1.7","N","01-BUFF-1.7-06152021-W","R2105952","manganese",2021-06-15 09:00:00,"7439-96-5","T",50.9,"ug/l","E200.7",1.7,"ug/l",10,"","A","",2022-02-17
"ROUTINE-R9","01-BUFF-1.7","N","01-BUFF-1.7-06152021-W","R2105953","mercury",2021-06-15 09:00:00,"7439-97-6","T",2.4,"ng/l","E1631E",0.3,"ng/l",1,"","A","",2022-02-17
"ROUTINE-R9","01-BUFF-1.7","N","01-BUFF-1.7-06152021-W","R2105952","nickel",2021-06-15 09:00:00,"7440-02-0","T",1.1,"ug/l","E200.8",0.46,"ug/l",1,"","A","",2022-02-17
"ROUTINE-R9","01-BUFF-1.7","N","01-BUFF-1.7-06152021-W","R2105952","nitrate+nitrite as nitrogen",2021-06-15 09:00:00,"NO3NO2N","T",0.182,"mg/l","E353.2",0.0015,"mg/l",0.002,"","A","",2022-02-17
"ROUTINE-R9","01-BUFF-1.7","N","01-BUFF-1.7-06152021-W","R2105952","nitrogen",2021-06-15 09:00:00,"7727-37-9","T",0.51,"mg/l","Calculation",NA,"mg/l",0.1,"","A","",2022-02-17
"ROUTINE-R9","01-BUFF-1.7","N","01-BUFF-1.7-06152021-W","R2105952","nitrogen, ammonia (as n)",2021-06-15 09:00:00,"7664-41-7","T",0.072,"mg/l","E350.1",0.003,"mg/l",0.01,"","A","",2022-02-17
"ROUTINE-R9","01-BUFF-1.7","N","01-BUFF-1.7-06152021-W","R2105952","nitrogen, kjeldahl, total",2021-06-15 09:00:00,"KN","T",0.33,"mg/l","E351.2",0.1,"mg/l",0.1,"","A","",2022-02-17
"ROUTINE-R9","01-BUFF-1.7","N","01-BUFF-1.7-06152021-W","R2105952","nitrogen, nitrate (as n)",2021-06-15 09:00:00,"14797-55-8","T",0.182,"mg/l","Calculation",NA,"mg/l",0.01,"","A","",2022-02-17
"ROUTINE-R9","01-BUFF-1.7","N","01-BUFF-1.7-06152021-W","R2105952","nitrogen, nitrite",2021-06-15 09:00:00,"14797-65-0","T",NA,"mg/l","E353.2",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected",2022-02-17
"ROUTINE-R9","01-BUFF-1.7","N","01-BUFF-1.7-06152021-W","R2105952","orthophosphate as phosphorus, dissolved",2021-06-15 09:00:00,"PDORTHO","D",NA,"mg/l","E365.1",0.0049,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected",2022-02-17
