"project_name","SITE_ID","SITE_ID_CORR_IND","sys_sample_code","sample_delivery_group","chemical_name","sample_date","cas_rn","fraction","result_value","result_unit","lab_anl_method_name","method_detection_limit","detection_limit_unit","quantitation_limit","lab_qualifiers","validator_qualifiers","interpreted_qualifiers","qaqc_date"
"ROUTINE-R7","03-SALM-12.0","N","03-SALM-12.0-04122021-W","R2103471","mercury",2021-04-12 09:30:00,"7439-97-6","T",2.1,"ng/l","E1631E",0.3,"ng/l",1,"","R","Precision error",2021-10-27
"ROUTINE-R7","03-SALM-12.0","N","03-SALM-12.0-05122021-W","R2103470","alkalinity, total (as caco3)",2021-04-12 09:30:00,"ALK","T",18,"mg/l","SM 2320 B",1.8,"mg/l",2,"","A","",2021-10-27
"ROUTINE-R7","03-SALM-12.0","N","03-SALM-12.0-05122021-W","R2103470","aluminum",2021-04-12 09:30:00,"7429-90-5","D",49.1,"ug/l","E200.8",2.3,"ug/l",10,"","A","",2021-10-27
"ROUTINE-R7","03-SALM-12.0","N","03-SALM-12.0-05122021-W","R2103470","arsenic",2021-04-12 09:30:00,"7440-38-2","T",0.39,"ug/l","E200.8",0.32,"ug/l",1,"J","J","estimated value due to lab error",2021-10-27
"ROUTINE-R7","03-SALM-12.0","N","03-SALM-12.0-05122021-W","R2103470","cadmium",2021-04-12 09:30:00,"7440-43-9","D",NA,"ug/l","E200.8",0.38,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2021-10-27
"ROUTINE-R7","03-SALM-12.0","N","03-SALM-12.0-05122021-W","R2103470","calcium",2021-04-12 09:30:00,"7440-70-2","T",5590,"ug/l","E200.7",110,"ug/l",1000,"","A","",2021-10-27
"ROUTINE-R7","03-SALM-12.0","N","03-SALM-12.0-05122021-W","R2103470","carbon, dissolved organic (doc)",2021-04-12 09:30:00,"DOC","D",2.8,"mg/l","SM5310C",0.5,"mg/l",1,"","A","",2021-10-27
"ROUTINE-R7","03-SALM-12.0","N","03-SALM-12.0-05122021-W","R2103470","chloride (as cl)",2021-04-12 09:30:00,"16887-00-6","T",1.56,"mg/l","E300.0",0.05,"mg/l",0.2,"","A","",2021-10-27
"ROUTINE-R7","03-SALM-12.0","N","03-SALM-12.0-05122021-W","R2103470","chlorophyll a",2021-04-12 09:30:00,"479-61-8","T",4.51,"ug/l","SM10200H",NA,"ug/l",0.15,"","A","",2021-10-27
"ROUTINE-R7","03-SALM-12.0","N","03-SALM-12.0-05122021-W","R2103470","copper",2021-04-12 09:30:00,"7440-50-8","D",1.1,"ug/l","E200.8",0.66,"ug/l",1,"","A","",2021-10-27
"ROUTINE-R7","03-SALM-12.0","N","03-SALM-12.0-05122021-W","R2103470","fluoride, undistilled",2021-04-12 09:30:00,"16984-48-8","T",NA,"mg/l","E300.0",0.01,"mg/l",0.1,"U","U","Analyte was analyzed for but not detected",2021-10-27
"ROUTINE-R7","03-SALM-12.0","N","03-SALM-12.0-05122021-W","R2103470","hardness (as caco3)",2021-04-12 09:30:00,"HARD","T",20,"mg/l","SM2340B",NA,"mg/l",6.62,"","A","",2021-10-27
"ROUTINE-R7","03-SALM-12.0","N","03-SALM-12.0-05122021-W","R2103470","iron",2021-04-12 09:30:00,"7439-89-6","T",149,"ug/l","E200.7",20,"ug/l",100,"","A","",2021-10-27
"ROUTINE-R7","03-SALM-12.0","N","03-SALM-12.0-05122021-W","R2103470","lead",2021-04-12 09:30:00,"7439-92-1","D",NA,"ug/l","E200.8",0.57,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2021-10-27
